system:index,Class,ClassId,EFG,efg_id,lat,lon,point_id,.geo
00000000000000000af2_0,intact,0,MesicThicket,3,-32.6439240253835,26.734356928803226,MesicThicket_26.734357_-32.643924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.734356928803226,-32.6439240253835]}"
00000000000000000af3_0,intact,0,MesicThicket,3,-32.644822340667616,26.739117999809057,MesicThicket_26.739118_-32.644822,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.739117999809057,-32.644822340667616]}"
00000000000000000af4_0,intact,0,MesicThicket,3,-32.65048172695757,26.739387494394293,MesicThicket_26.739387_-32.650482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.739387494394293,-32.65048172695757]}"
00000000000000000af5_0,intact,0,MesicThicket,3,-32.64518166678126,26.74190277718983,MesicThicket_26.741903_-32.645182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.74190277718983,-32.64518166678126]}"
00000000000000000af6_0,intact,0,MesicThicket,3,-32.64796644416204,26.73148231989404,MesicThicket_26.731482_-32.647966,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.73148231989404,-32.64796644416204]}"
0000000000000000011d_0,moderate,1,AridThicket,1,-33.189560728957694,25.44473550692124,AridThicket_25.444736_-33.189561,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.44473550692124,-33.189560728957694]}"
0000000000000000011e_0,moderate,1,AridThicket,1,-33.19782522957159,25.466025579154874,AridThicket_25.466026_-33.197825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.466025579154874,-33.19782522957159]}"
00000000000000000123_0,moderate,1,AridThicket,1,-33.19971169166824,25.24971125873889,AridThicket_25.249711_-33.199712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.24971125873889,-33.19971169166824]}"
00000000000000000127_0,moderate,1,ValleyThicket,2,-33.23789009124332,25.243423051750057,ValleyThicket_25.243423_-33.237890,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.243423051750057,-33.23789009124332]}"
0000000000000000012a_0,moderate,1,ValleyThicket,2,-33.22881710687372,25.532770404764953,ValleyThicket_25.532770_-33.228817,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.532770404764953,-33.22881710687372]}"
0000000000000000012b_0,moderate,1,AridThicket,1,-33.227918791589595,25.382212763146523,AridThicket_25.382213_-33.227919,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.382212763146523,-33.227918791589595]}"
0000000000000000012d_0,moderate,1,ValleyThicket,2,-32.87946229287964,25.161406866309942,ValleyThicket_25.161407_-32.879462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.161406866309942,-32.87946229287964]}"
0000000000000000012f_0,moderate,1,AridThicket,1,-32.90497444694863,25.148650789275447,AridThicket_25.148651_-32.904974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.148650789275447,-32.90497444694863]}"
0000000000000000013f_0,moderate,1,ValleyThicket,2,-33.1317092246604,26.11739399166994,ValleyThicket_26.117394_-33.131709,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.11739399166994,-33.1317092246604]}"
00000000000000000141_0,moderate,1,AridThicket,1,-33.23160188425449,26.766067458332643,AridThicket_26.766067_-33.231602,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.766067458332643,-33.23160188425449]}"
00000000000000000142_0,moderate,1,ValleyThicket,2,-33.338770897649944,25.171557829020493,ValleyThicket_25.171558_-33.338771,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.171557829020493,-33.338770897649944]}"
0000000000000000014a_0,moderate,1,AridThicket,1,-33.55373774513975,25.131492967348763,AridThicket_25.131493_-33.553738,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.131492967348763,-33.55373774513975]}"
0000000000000000015a_0,moderate,1,AridThicket,1,-33.2158813667824,25.20856841872622,AridThicket_25.208568_-33.215881,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.20856841872622,-33.2158813667824]}"
00000000000000000175_0,moderate,1,AridThicket,1,-32.87137745532256,24.594030932860054,AridThicket_24.594031_-32.871377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.594030932860054,-32.87137745532256]}"
00000000000000000176_0,moderate,1,AridThicket,1,-32.94225453123959,24.709554278397825,AridThicket_24.709554_-32.942255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.709554278397825,-32.94225453123959]}"
00000000000000000196_0,moderate,1,ValleyThicket,2,-33.25379027177224,25.447520284302012,ValleyThicket_25.447520_-33.253790,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.447520284302012,-33.25379027177224]}"
0000000000000000019c_0,moderate,1,AridThicket,1,-33.15605356886004,26.72501444984838,AridThicket_26.725014_-33.156054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.72501444984838,-33.15605356886004]}"
0000000000000000019d_0,moderate,1,AridThicket,1,-33.15686205261574,26.63464393226596,AridThicket_26.634644_-33.156862,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.63464393226596,-33.15686205261574]}"
0000000000000000019f_0,moderate,1,AridThicket,1,-33.228906938402126,26.8506887580967,AridThicket_26.850689_-33.228907,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.8506887580967,-33.228906938402126]}"
000000000000000001aa_0,moderate,1,AridThicket,1,-33.54924616871915,25.03564272653321,AridThicket_25.035643_-33.549246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.03564272653321,-33.54924616871915]}"
000000000000000001ae_0,moderate,1,ValleyThicket,2,-33.308767167160354,25.30908989901919,ValleyThicket_25.309090_-33.308767,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.30908989901919,-33.308767167160354]}"
000000000000000001af_0,moderate,1,ValleyThicket,2,-33.332392859132696,25.336308852128013,ValleyThicket_25.336309_-33.332393,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.336308852128013,-33.332392859132696]}"
000000000000000001b6_0,moderate,1,ValleyThicket,2,-33.35251512149698,25.098524796421575,ValleyThicket_25.098525_-33.352515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.098524796421575,-33.35251512149698]}"
000000000000000001b7_0,moderate,1,ValleyThicket,2,-33.32421819004721,25.21782106615265,ValleyThicket_25.217821_-33.324218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.21782106615265,-33.32421819004721]}"
000000000000000001b8_0,moderate,1,MesicThicket,3,-33.30930615633083,25.207041282743216,MesicThicket_25.207041_-33.309306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.207041282743216,-33.30930615633083]}"
000000000000000001b9_0,moderate,1,ValleyThicket,2,-33.21839664957793,25.51417527838368,ValleyThicket_25.514175_-33.218397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.51417527838368,-33.21839664957793]}"
000000000000000001c1_0,moderate,1,AridThicket,1,-33.0445726421008,24.774502473439664,AridThicket_24.774502_-33.044573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.774502473439664,-33.0445726421008]}"
00000000000000000859_0,moderate,1,ValleyThicket,2,-32.966419212382405,25.328942666798234,ValleyThicket_25.328943_-32.966419,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.328942666798234,-32.966419212382405]}"
0000000000000000085a_0,moderate,1,ValleyThicket,2,-32.96767685378017,25.333434243218832,ValleyThicket_25.333434_-32.967677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.333434243218832,-32.96767685378017]}"
0000000000000000085b_0,moderate,1,ValleyThicket,2,-32.971898935615535,25.336758009770072,ValleyThicket_25.336758_-32.971899,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.336758009770072,-32.971898935615535]}"
0000000000000000085c_0,moderate,1,ValleyThicket,2,-32.97207859867236,25.329481655968706,ValleyThicket_25.329482_-32.972079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.329481655968706,-32.97207859867236]}"
0000000000000000085d_0,moderate,1,ValleyThicket,2,-32.96938365282,25.33002064513918,ValleyThicket_25.330021_-32.969384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.33002064513918,-32.96938365282]}"
0000000000000000085e_0,moderate,1,ValleyThicket,2,-32.97513287063836,25.329032498326647,ValleyThicket_25.329032_-32.975133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.329032498326647,-32.97513287063836]}"
0000000000000000085f_0,moderate,1,ValleyThicket,2,-32.97243792478601,25.330559634309648,ValleyThicket_25.330560_-32.972438,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.330559634309648,-32.97243792478601]}"
00000000000000000860_0,moderate,1,AridThicket,1,-32.98537366487733,25.29525584364375,AridThicket_25.295256_-32.985374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.29525584364375,-32.98537366487733]}"
00000000000000000861_0,moderate,1,AridThicket,1,-32.984744844178444,25.294986349058515,AridThicket_25.294986_-32.984745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.294986349058515,-32.984744844178444]}"
00000000000000000862_0,moderate,1,AridThicket,1,-32.98600248557621,25.291842245564098,AridThicket_25.291842_-32.986002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.291842245564098,-32.98600248557621]}"
00000000000000000863_0,moderate,1,AridThicket,1,-32.98672113780351,25.29471685447328,AridThicket_25.294717_-32.986721,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.29471685447328,-32.98672113780351]}"
00000000000000000864_0,moderate,1,AridThicket,1,-32.98824827378651,25.29381853918916,AridThicket_25.293819_-32.988248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.29381853918916,-32.98824827378651]}"
00000000000000000865_0,moderate,1,AridThicket,1,-32.98726012697398,25.2873506691435,AridThicket_25.287351_-32.987260,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.2873506691435,-32.98726012697398]}"
00000000000000000866_0,moderate,1,AridThicket,1,-32.98483467570686,25.287081174558264,AridThicket_25.287081_-32.984835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.287081174558264,-32.98483467570686]}"
00000000000000000867_0,moderate,1,AridThicket,1,-32.98869743142857,25.28878797359809,AridThicket_25.288788_-32.988697,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.28878797359809,-32.98869743142857]}"
00000000000000000868_0,moderate,1,AridThicket,1,-32.983397371252266,25.2670487437224,AridThicket_25.267049_-32.983397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.2670487437224,-32.983397371252266]}"
00000000000000000869_0,moderate,1,AridThicket,1,-32.980522762343085,25.26659958608034,AridThicket_25.266600_-32.980523,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.26659958608034,-32.980522762343085]}"
0000000000000000086a_0,moderate,1,AridThicket,1,-32.98106175151355,25.271091162500937,AridThicket_25.271091_-32.981062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.271091162500937,-32.98106175151355]}"
0000000000000000086b_0,moderate,1,AridThicket,1,-32.98330753972385,25.270013184159993,AridThicket_25.270013_-32.983308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.270013184159993,-32.98330753972385]}"
0000000000000000086c_0,moderate,1,ValleyThicket,2,-32.955729260501386,25.293189718490275,ValleyThicket_25.293190_-32.955729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.293189718490275,-32.955729260501386]}"
0000000000000000086d_0,moderate,1,ValleyThicket,2,-32.95465128216044,25.292920223905043,ValleyThicket_25.292920_-32.954651,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.292920223905043,-32.95465128216044]}"
0000000000000000086e_0,moderate,1,ValleyThicket,2,-32.955459765916146,25.325708731775403,ValleyThicket_25.325709_-32.955460,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.325708731775403,-32.955459765916146]}"
0000000000000000086f_0,moderate,1,ValleyThicket,2,-32.95563942897297,25.329032498326647,ValleyThicket_25.329032_-32.955639,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.329032498326647,-32.95563942897297]}"
00000000000000000870_0,moderate,1,ValleyThicket,2,-32.9745938814679,25.344303858156678,ValleyThicket_25.344304_-32.974594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.344303858156678,-32.9745938814679]}"
00000000000000000871_0,moderate,1,ValleyThicket,2,-32.973785397712184,25.346549646366977,ValleyThicket_25.346550_-32.973785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.346549646366977,-32.973785397712184]}"
00000000000000000872_0,moderate,1,ValleyThicket,2,-32.97486337605313,25.350142907503454,ValleyThicket_25.350143_-32.974863,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.350142907503454,-32.97486337605313]}"
00000000000000000873_0,moderate,1,ValleyThicket,2,-32.97674983814978,25.35086155973075,ValleyThicket_25.350862_-32.976750,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.35086155973075,-32.97674983814978]}"
00000000000000000874_0,moderate,1,ValleyThicket,2,-32.97773798496231,25.350322570560277,ValleyThicket_25.350323_-32.977738,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.350322570560277,-32.97773798496231]}"
00000000000000000875_0,moderate,1,ValleyThicket,2,-32.97773798496231,25.34717846706586,ValleyThicket_25.347178_-32.977738,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.34717846706586,-32.97773798496231]}"
00000000000000000876_0,moderate,1,AridThicket,1,-32.977378658848664,25.342417396060025,AridThicket_25.342417_-32.977379,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.342417396060025,-32.977378658848664]}"
00000000000000000877_0,moderate,1,ValleyThicket,2,-32.975941354394074,25.343315711344147,ValleyThicket_25.343316_-32.975941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.343315711344147,-32.975941354394074]}"
00000000000000000878_0,moderate,1,ValleyThicket,2,-32.97495320758154,25.342417396060025,ValleyThicket_25.342417_-32.974953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.342417396060025,-32.97495320758154]}"
00000000000000000879_0,moderate,1,ValleyThicket,2,-32.97180910408712,25.34169874383273,ValleyThicket_25.341699_-32.971809,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.34169874383273,-32.97180910408712]}"
0000000000000000087a_0,moderate,1,AridThicket,1,-32.97342607159854,25.312862823212495,AridThicket_25.312863_-32.973426,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.312862823212495,-32.97342607159854]}"
0000000000000000087b_0,moderate,1,ValleyThicket,2,-32.969742978933645,25.31277299168408,ValleyThicket_25.312773_-32.969743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.31277299168408,-32.969742978933645]}"
0000000000000000087c_0,moderate,1,ValleyThicket,2,-32.96704803308129,25.322834122866222,ValleyThicket_25.322834_-32.967048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.322834122866222,-32.96704803308129]}"
0000000000000000087d_0,moderate,1,ValleyThicket,2,-32.96965314740523,25.3241815957924,ValleyThicket_25.324182_-32.969653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.3241815957924,-32.96965314740523]}"
0000000000000000087e_0,moderate,1,ValleyThicket,2,-32.97306674548489,25.32337311203669,ValleyThicket_25.323373_-32.973067,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.32337311203669,-32.97306674548489]}"
000000000000000008b9_0,moderate,1,AridThicket,1,-33.02004863484434,25.260131716034678,AridThicket_25.260132_-33.020049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.260131716034678,-33.02004863484434]}"
000000000000000008ba_0,moderate,1,AridThicket,1,-33.0204977924864,25.256718117955025,AridThicket_25.256718_-33.020498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.256718117955025,-33.0204977924864]}"
000000000000000008bb_0,moderate,1,AridThicket,1,-33.022204591526226,25.25555030808567,AridThicket_25.255550_-33.022205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.25555030808567,-33.022204591526226]}"
000000000000000008bc_0,moderate,1,AridThicket,1,-33.02022829790116,25.26111986284721,AridThicket_25.261120_-33.020228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.26111986284721,-33.02022829790116]}"
000000000000000008bd_0,moderate,1,AridThicket,1,-33.01780284663404,25.25707744406867,AridThicket_25.257077_-33.017803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.25707744406867,-33.01780284663404]}"
000000000000000008be_0,moderate,1,AridThicket,1,-33.01753335204881,25.255370645028844,AridThicket_25.255371_-33.017533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.255370645028844,-33.01753335204881]}"
000000000000000008bf_0,moderate,1,AridThicket,1,-33.01465874313963,25.258963906165324,AridThicket_25.258964_-33.014659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.258963906165324,-33.01465874313963]}"
000000000000000008c0_0,moderate,1,AridThicket,1,-33.014299417025974,25.25743677018232,AridThicket_25.257437_-33.014299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.25743677018232,-33.014299417025974]}"
000000000000000008c1_0,moderate,1,AridThicket,1,-33.01402992244074,25.255909634199316,AridThicket_25.255910_-33.014030,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.255909634199316,-33.01402992244074]}"
000000000000000008c2_0,moderate,1,AridThicket,1,-33.01708419440675,25.261299525904032,AridThicket_25.261300_-33.017084,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.261299525904032,-33.01708419440675]}"
000000000000000008c3_0,moderate,1,AridThicket,1,-33.01564688995216,25.26147918896086,AridThicket_25.261479_-33.015647,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.26147918896086,-33.01564688995216]}"
000000000000000008c4_0,moderate,1,AridThicket,1,-33.014299417025974,25.260580873676737,AridThicket_25.260581_-33.014299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.260580873676737,-33.014299417025974]}"
000000000000000008c5_0,moderate,1,AridThicket,1,-33.01941981414546,25.25474182432996,AridThicket_25.254742_-33.019420,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.25474182432996,-33.01941981414546]}"
000000000000000008c6_0,moderate,1,AridThicket,1,-33.024091053622875,25.260041884506265,AridThicket_25.260042_-33.024091,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.260041884506265,-33.024091053622875]}"
000000000000000008c7_0,moderate,1,AridThicket,1,-33.02319273833876,25.26399447175639,AridThicket_25.263994_-33.023193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.26399447175639,-33.02319273833876]}"
000000000000000008c8_0,moderate,1,AridThicket,1,-33.02319273833876,25.26902503734746,AridThicket_25.269025_-33.023193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.26902503734746,-33.02319273833876]}"
000000000000000008c9_0,moderate,1,AridThicket,1,-33.022474086111465,25.267677564421284,AridThicket_25.267678_-33.022474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.267677564421284,-33.022474086111465]}"
000000000000000008ca_0,moderate,1,AridThicket,1,-33.03693696218579,25.409970705425813,AridThicket_25.409971_-33.036937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.409970705425813,-33.03693696218579]}"
000000000000000008cb_0,moderate,1,AridThicket,1,-33.03846409816879,25.410869020709935,AridThicket_25.410869_-33.038464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.410869020709935,-33.03846409816879]}"
000000000000000008cc_0,moderate,1,AridThicket,1,-33.03145723895266,25.39820277520385,AridThicket_25.398203_-33.031457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.39820277520385,-33.03145723895266]}"
000000000000000008cd_0,moderate,1,AridThicket,1,-33.03136740742425,25.399729911186853,AridThicket_25.399730_-33.031367,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.399729911186853,-33.03136740742425]}"
000000000000000008dd_0,moderate,1,ValleyThicket,2,-33.38287817810021,24.576154458706075,ValleyThicket_24.576154_-33.382878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.576154458706075,-33.38287817810021]}"
000000000000000008de_0,moderate,1,ValleyThicket,2,-33.38162053670245,24.56851877879106,ValleyThicket_24.568519_-33.381621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.56851877879106,-33.38162053670245]}"
000000000000000008df_0,moderate,1,ValleyThicket,2,-33.38117137906039,24.564745854597756,ValleyThicket_24.564746_-33.381171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.564745854597756,-33.38117137906039]}"
000000000000000008e0_0,moderate,1,ValleyThicket,2,-33.38117137906039,24.562410234859048,ValleyThicket_24.562410_-33.381171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.562410234859048,-33.38117137906039]}"
000000000000000008e1_0,moderate,1,ValleyThicket,2,-33.38332733574227,24.56124242498969,ValleyThicket_24.561242_-33.383327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.56124242498969,-33.38332733574227]}"
000000000000000008e2_0,moderate,1,ValleyThicket,2,-33.38081205294674,24.5725611975696,ValleyThicket_24.572561_-33.380812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.5725611975696,-33.38081205294674]}"
000000000000000008e3_0,moderate,1,ValleyThicket,2,-33.37955441154897,24.60211577041713,ValleyThicket_24.602116_-33.379554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.60211577041713,-33.37955441154897]}"
000000000000000008e4_0,moderate,1,ValleyThicket,2,-33.37946458002056,24.608853135048026,ValleyThicket_24.608853_-33.379465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.608853135048026,-33.37946458002056]}"
000000000000000008e5_0,moderate,1,ValleyThicket,2,-33.37964424307739,24.61361420605386,ValleyThicket_24.613614_-33.379644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.61361420605386,-33.37964424307739]}"
000000000000000008e6_0,moderate,1,ValleyThicket,2,-33.3797340746058,24.614871847451624,ValleyThicket_24.614872_-33.379734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.614871847451624,-33.3797340746058]}"
000000000000000008e7_0,moderate,1,ValleyThicket,2,-33.378386601679615,24.609212461161672,ValleyThicket_24.609212_-33.378387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.609212461161672,-33.378386601679615]}"
000000000000000008e8_0,moderate,1,ValleyThicket,2,-33.37847643320803,24.607415830593435,ValleyThicket_24.607416_-33.378476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.607415830593435,-33.37847643320803]}"
000000000000000008e9_0,moderate,1,ValleyThicket,2,-33.388178238276524,24.62196853819617,ValleyThicket_24.621969_-33.388178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.62196853819617,-33.388178238276524]}"
000000000000000008ff_0,moderate,1,ValleyThicket,2,-33.344789610053546,24.536898080790053,ValleyThicket_24.536898_-33.344790,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.536898080790053,-33.344789610053546]}"
00000000000000000900_0,moderate,1,ValleyThicket,2,-33.34398112629784,24.541299825682238,ValleyThicket_24.541300_-33.343981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.541299825682238,-33.34398112629784]}"
00000000000000000901_0,moderate,1,ValleyThicket,2,-33.34416078935467,24.544354097648245,ValleyThicket_24.544354_-33.344161,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.544354097648245,-33.34416078935467]}"
00000000000000000902_0,moderate,1,ValleyThicket,2,-33.34434045241149,24.54615072821648,ValleyThicket_24.546151_-33.344340,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.54615072821648,-33.34434045241149]}"
00000000000000000903_0,moderate,1,ValleyThicket,2,-33.344250620883074,24.53357431423881,ValleyThicket_24.533574_-33.344251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.53357431423881,-33.344250620883074]}"
00000000000000000904_0,moderate,1,ValleyThicket,2,-33.33984887599089,24.515069019385948,ValleyThicket_24.515069_-33.339849,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.515069019385948,-33.33984887599089]}"
00000000000000000905_0,moderate,1,ValleyThicket,2,-33.34029803363295,24.516865649954187,ValleyThicket_24.516866_-33.340298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.516865649954187,-33.34029803363295]}"
00000000000000000906_0,moderate,1,ValleyThicket,2,-33.34020820210454,24.51282323117565,ValleyThicket_24.512823_-33.340208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.51282323117565,-33.34020820210454]}"
00000000000000000907_0,moderate,1,ValleyThicket,2,-33.34029803363295,24.510667274493763,ValleyThicket_24.510667_-33.340298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.510667274493763,-33.34029803363295]}"
00000000000000000908_0,moderate,1,ValleyThicket,2,-33.340477696689774,24.508960475453936,ValleyThicket_24.508960_-33.340478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.508960475453936,-33.340477696689774]}"
00000000000000000909_0,moderate,1,ValleyThicket,2,-33.34101668586025,24.504558730561747,ValleyThicket_24.504559_-33.341017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.504558730561747,-33.34101668586025]}"
0000000000000000090a_0,moderate,1,ValleyThicket,2,-33.34110651738866,24.50734350794252,ValleyThicket_24.507344_-33.341107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.50734350794252,-33.34110651738866]}"
0000000000000000090b_0,moderate,1,ValleyThicket,2,-33.34119634891707,24.502672268465098,ValleyThicket_24.502672_-33.341196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.502672268465098,-33.34119634891707]}"
00000000000000000938_0,moderate,1,AridThicket,1,-32.14464039046987,24.405025397081307,AridThicket_24.405025_-32.144640,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.405025397081307,-32.14464039046987]}"
00000000000000000939_0,moderate,1,AridThicket,1,-32.14023864557768,24.405474554723366,AridThicket_24.405475_-32.140239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.405474554723366,-32.14023864557768]}"
0000000000000000093a_0,moderate,1,AridThicket,1,-32.13898100417991,24.406822027649547,AridThicket_24.406822_-32.138981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.406822027649547,-32.13898100417991]}"
0000000000000000093b_0,moderate,1,AridThicket,1,-32.13790302583897,24.41113394101332,AridThicket_24.411134_-32.137903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.41113394101332,-32.13790302583897]}"
00000000000000000943_0,moderate,1,AridThicket,1,-32.123080823651,24.521806384016845,AridThicket_24.521806_-32.123081,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.521806384016845,-32.123080823651]}"
00000000000000000944_0,moderate,1,AridThicket,1,-32.12227233989529,24.523782677641908,AridThicket_24.523783_-32.122272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.523782677641908,-32.12227233989529]}"
00000000000000000946_0,moderate,1,AridThicket,1,-32.11733160583263,24.507074013357283,AridThicket_24.507074_-32.117332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.507074013357283,-32.11733160583263]}"
00000000000000000947_0,moderate,1,AridThicket,1,-32.11751126888946,24.510936769079,AridThicket_24.510937_-32.117511,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.510936769079,-32.11751126888946]}"
00000000000000000948_0,moderate,1,AridThicket,1,-32.119757057099754,24.51057744296535,AridThicket_24.510577_-32.119757,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.51057744296535,-32.119757057099754]}"
00000000000000000949_0,moderate,1,AridThicket,1,-32.119307899457695,24.515069019385948,AridThicket_24.515069_-32.119308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.515069019385948,-32.119307899457695]}"
0000000000000000094a_0,moderate,1,AridThicket,1,-32.12038587779864,24.515338513971184,AridThicket_24.515339_-32.120386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.515338513971184,-32.12038587779864]}"
