system_index,Class,ClassId,EFG,efg_id,lat,lon,point_id,F_geo
00000000000000000878_0,moderate,1,ValleyThicket,2,-32.97495321,25.3424174,ValleyThicket_25.342417_-32.974953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.342417396060025,-32.97495320758154]}"
00000000000000000879_0,moderate,1,ValleyThicket,2,-32.9718091,25.34169874,ValleyThicket_25.341699_-32.971809,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.34169874383273,-32.97180910408712]}"
0000000000000000087a_0,moderate,1,AridThicket,1,-32.97342607,25.31286282,AridThicket_25.312863_-32.973426,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.312862823212495,-32.97342607159854]}"
0000000000000000087b_0,moderate,1,ValleyThicket,2,-32.96974298,25.31277299,ValleyThicket_25.312773_-32.969743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.31277299168408,-32.969742978933645]}"
0000000000000000087c_0,moderate,1,ValleyThicket,2,-32.96704803,25.32283412,ValleyThicket_25.322834_-32.967048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.322834122866222,-32.96704803308129]}"
0000000000000000087d_0,moderate,1,ValleyThicket,2,-32.96965315,25.3241816,ValleyThicket_25.324182_-32.969653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.3241815957924,-32.96965314740523]}"
0000000000000000087e_0,moderate,1,ValleyThicket,2,-32.97306674,25.32337311,ValleyThicket_25.323373_-32.973067,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.32337311203669,-32.97306674548489]}"
000000000000000008b9_0,moderate,1,AridThicket,1,-33.02004863,25.26013172,AridThicket_25.260132_-33.020049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.260131716034678,-33.02004863484434]}"
000000000000000008ba_0,moderate,1,AridThicket,1,-33.02049779,25.25671812,AridThicket_25.256718_-33.020498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.256718117955025,-33.0204977924864]}"
000000000000000008bb_0,moderate,1,AridThicket,1,-33.02220459,25.25555031,AridThicket_25.255550_-33.022205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.25555030808567,-33.022204591526226]}"
000000000000000008bc_0,moderate,1,AridThicket,1,-33.0202283,25.26111986,AridThicket_25.261120_-33.020228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.26111986284721,-33.02022829790116]}"
000000000000000008bd_0,moderate,1,AridThicket,1,-33.01780285,25.25707744,AridThicket_25.257077_-33.017803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.25707744406867,-33.01780284663404]}"
000000000000000008be_0,moderate,1,AridThicket,1,-33.01753335,25.25537065,AridThicket_25.255371_-33.017533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.255370645028844,-33.01753335204881]}"
000000000000000008bf_0,moderate,1,AridThicket,1,-33.01465874,25.25896391,AridThicket_25.258964_-33.014659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.258963906165324,-33.01465874313963]}"
000000000000000008c0_0,moderate,1,AridThicket,1,-33.01429942,25.25743677,AridThicket_25.257437_-33.014299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.25743677018232,-33.014299417025974]}"
000000000000000008c1_0,moderate,1,AridThicket,1,-33.01402992,25.25590963,AridThicket_25.255910_-33.014030,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.255909634199316,-33.01402992244074]}"
000000000000000008c2_0,moderate,1,AridThicket,1,-33.01708419,25.26129953,AridThicket_25.261300_-33.017084,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.261299525904032,-33.01708419440675]}"
000000000000000008c3_0,moderate,1,AridThicket,1,-33.01564689,25.26147919,AridThicket_25.261479_-33.015647,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.26147918896086,-33.01564688995216]}"
000000000000000008c4_0,moderate,1,AridThicket,1,-33.01429942,25.26058087,AridThicket_25.260581_-33.014299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.260580873676737,-33.014299417025974]}"
000000000000000008c5_0,moderate,1,AridThicket,1,-33.01941981,25.25474182,AridThicket_25.254742_-33.019420,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.25474182432996,-33.01941981414546]}"
000000000000000008c6_0,moderate,1,AridThicket,1,-33.02409105,25.26004189,AridThicket_25.260042_-33.024091,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.260041884506265,-33.024091053622875]}"
000000000000000008c7_0,moderate,1,AridThicket,1,-33.02319274,25.26399447,AridThicket_25.263994_-33.023193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.26399447175639,-33.02319273833876]}"
000000000000000008c8_0,moderate,1,AridThicket,1,-33.02319274,25.26902504,AridThicket_25.269025_-33.023193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.26902503734746,-33.02319273833876]}"
000000000000000008c9_0,moderate,1,AridThicket,1,-33.02247409,25.26767756,AridThicket_25.267678_-33.022474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.267677564421284,-33.022474086111465]}"
000000000000000008ca_0,moderate,1,AridThicket,1,-33.03693696,25.40997071,AridThicket_25.409971_-33.036937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.409970705425813,-33.03693696218579]}"
000000000000000008cb_0,moderate,1,AridThicket,1,-33.0384641,25.41086902,AridThicket_25.410869_-33.038464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.410869020709935,-33.03846409816879]}"
000000000000000008cc_0,moderate,1,AridThicket,1,-33.03145724,25.39820278,AridThicket_25.398203_-33.031457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.39820277520385,-33.03145723895266]}"
000000000000000008cd_0,moderate,1,AridThicket,1,-33.03136741,25.39972991,AridThicket_25.399730_-33.031367,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.399729911186853,-33.03136740742425]}"
000000000000000008dd_0,moderate,1,ValleyThicket,2,-33.38287818,24.57615446,ValleyThicket_24.576154_-33.382878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.576154458706075,-33.38287817810021]}"
000000000000000008de_0,moderate,1,ValleyThicket,2,-33.38162054,24.56851878,ValleyThicket_24.568519_-33.381621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.56851877879106,-33.38162053670245]}"
000000000000000008df_0,moderate,1,ValleyThicket,2,-33.38117138,24.56474586,ValleyThicket_24.564746_-33.381171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.564745854597756,-33.38117137906039]}"
000000000000000008e0_0,moderate,1,ValleyThicket,2,-33.38117138,24.56241024,ValleyThicket_24.562410_-33.381171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.562410234859048,-33.38117137906039]}"
000000000000000008e1_0,moderate,1,ValleyThicket,2,-33.38332734,24.56124243,ValleyThicket_24.561242_-33.383327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.56124242498969,-33.38332733574227]}"
000000000000000008e2_0,moderate,1,ValleyThicket,2,-33.38081205,24.5725612,ValleyThicket_24.572561_-33.380812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.5725611975696,-33.38081205294674]}"
000000000000000008e3_0,moderate,1,ValleyThicket,2,-33.37955441,24.60211577,ValleyThicket_24.602116_-33.379554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.60211577041713,-33.37955441154897]}"
000000000000000008e4_0,moderate,1,ValleyThicket,2,-33.37946458,24.60885314,ValleyThicket_24.608853_-33.379465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.608853135048026,-33.37946458002056]}"
000000000000000008e5_0,moderate,1,ValleyThicket,2,-33.37964424,24.61361421,ValleyThicket_24.613614_-33.379644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.61361420605386,-33.37964424307739]}"
000000000000000008e6_0,moderate,1,ValleyThicket,2,-33.37973407,24.61487185,ValleyThicket_24.614872_-33.379734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.614871847451624,-33.3797340746058]}"
000000000000000008e7_0,moderate,1,ValleyThicket,2,-33.3783866,24.60921246,ValleyThicket_24.609212_-33.378387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.609212461161672,-33.378386601679615]}"
000000000000000008e8_0,moderate,1,ValleyThicket,2,-33.37847643,24.60741583,ValleyThicket_24.607416_-33.378476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.607415830593435,-33.37847643320803]}"
000000000000000008e9_0,moderate,1,ValleyThicket,2,-33.38817824,24.62196854,ValleyThicket_24.621969_-33.388178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.62196853819617,-33.388178238276524]}"
000000000000000008ff_0,moderate,1,ValleyThicket,2,-33.34478961,24.53689808,ValleyThicket_24.536898_-33.344790,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.536898080790053,-33.344789610053546]}"
00000000000000000900_0,moderate,1,ValleyThicket,2,-33.34398113,24.54129983,ValleyThicket_24.541300_-33.343981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.541299825682238,-33.34398112629784]}"
00000000000000000901_0,moderate,1,ValleyThicket,2,-33.34416079,24.5443541,ValleyThicket_24.544354_-33.344161,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.544354097648245,-33.34416078935467]}"
00000000000000000902_0,moderate,1,ValleyThicket,2,-33.34434045,24.54615073,ValleyThicket_24.546151_-33.344340,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.54615072821648,-33.34434045241149]}"
00000000000000000903_0,moderate,1,ValleyThicket,2,-33.34425062,24.53357431,ValleyThicket_24.533574_-33.344251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.53357431423881,-33.344250620883074]}"
00000000000000000904_0,moderate,1,ValleyThicket,2,-33.33984888,24.51506902,ValleyThicket_24.515069_-33.339849,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.515069019385948,-33.33984887599089]}"
00000000000000000905_0,moderate,1,ValleyThicket,2,-33.34029803,24.51686565,ValleyThicket_24.516866_-33.340298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.516865649954187,-33.34029803363295]}"
00000000000000000906_0,moderate,1,ValleyThicket,2,-33.3402082,24.51282323,ValleyThicket_24.512823_-33.340208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.51282323117565,-33.34020820210454]}"
00000000000000000907_0,moderate,1,ValleyThicket,2,-33.34029803,24.51066727,ValleyThicket_24.510667_-33.340298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.510667274493763,-33.34029803363295]}"
00000000000000000908_0,moderate,1,ValleyThicket,2,-33.3404777,24.50896048,ValleyThicket_24.508960_-33.340478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.508960475453936,-33.340477696689774]}"
00000000000000000909_0,moderate,1,ValleyThicket,2,-33.34101669,24.50455873,ValleyThicket_24.504559_-33.341017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.504558730561747,-33.34101668586025]}"
0000000000000000090a_0,moderate,1,ValleyThicket,2,-33.34110652,24.50734351,ValleyThicket_24.507344_-33.341107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.50734350794252,-33.34110651738866]}"
0000000000000000090b_0,moderate,1,ValleyThicket,2,-33.34119635,24.50267227,ValleyThicket_24.502672_-33.341196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.502672268465098,-33.34119634891707]}"
00000000000000000938_0,moderate,1,AridThicket,1,-32.14464039,24.4050254,AridThicket_24.405025_-32.144640,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.405025397081307,-32.14464039046987]}"
00000000000000000939_0,moderate,1,AridThicket,1,-32.14023865,24.40547456,AridThicket_24.405475_-32.140239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.405474554723366,-32.14023864557768]}"
0000000000000000093a_0,moderate,1,AridThicket,1,-32.138981,24.40682203,AridThicket_24.406822_-32.138981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.406822027649547,-32.13898100417991]}"
0000000000000000093b_0,moderate,1,AridThicket,1,-32.13790303,24.41113394,AridThicket_24.411134_-32.137903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.41113394101332,-32.13790302583897]}"
00000000000000000943_0,moderate,1,AridThicket,1,-32.12308082,24.52180638,AridThicket_24.521806_-32.123081,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.521806384016845,-32.123080823651]}"
00000000000000000944_0,moderate,1,AridThicket,1,-32.12227234,24.52378268,AridThicket_24.523783_-32.122272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.523782677641908,-32.12227233989529]}"
00000000000000000946_0,moderate,1,AridThicket,1,-32.11733161,24.50707401,AridThicket_24.507074_-32.117332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.507074013357283,-32.11733160583263]}"
00000000000000000947_0,moderate,1,AridThicket,1,-32.11751127,24.51093677,AridThicket_24.510937_-32.117511,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.510936769079,-32.11751126888946]}"
00000000000000000948_0,moderate,1,AridThicket,1,-32.11975706,24.51057744,AridThicket_24.510577_-32.119757,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.51057744296535,-32.119757057099754]}"
00000000000000000949_0,moderate,1,AridThicket,1,-32.1193079,24.51506902,AridThicket_24.515069_-32.119308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.515069019385948,-32.119307899457695]}"
0000000000000000094a_0,moderate,1,AridThicket,1,-32.12038588,24.51533851,AridThicket_24.515339_-32.120386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.515338513971184,-32.12038587779864]}"
0000000000000000094b_0,moderate,1,AridThicket,1,-32.11894857,24.51623683,AridThicket_24.516237_-32.118949,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.516236829255302,-32.11894857334405]}"
0000000000000000094c_0,moderate,1,AridThicket,1,-32.12658425,24.52189622,AridThicket_24.521896_-32.126584,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.521896215545254,-32.12658425325907]}"
0000000000000000095b_0,moderate,1,ValleyThicket,2,-32.38961097,24.82076571,ValleyThicket_24.820766_-32.389611,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.82076571057182,-32.38961096844926]}"
0000000000000000095c_0,moderate,1,ValleyThicket,2,-32.38844316,24.82552678,ValleyThicket_24.825527_-32.388443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.825526781577654,-32.3884431585799]}"
0000000000000000095d_0,moderate,1,ValleyThicket,2,-32.3780227,24.83217432,ValleyThicket_24.832174_-32.378023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.832174314680138,-32.37802270128412]}"
0000000000000000095e_0,moderate,1,ValleyThicket,2,-32.38044815,24.83037768,ValleyThicket_24.830378_-32.380448,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.830377684111898,-32.38044815255124]}"
0000000000000000095f_0,moderate,1,ValleyThicket,2,-32.37389045,24.83370145,ValleyThicket_24.833701_-32.373890,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.833701450663142,-32.37389045097717]}"
00000000000000000960_0,moderate,1,ValleyThicket,2,-32.38637703,24.80414688,ValleyThicket_24.804147_-32.386377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.804146877815608,-32.38637703342643]}"
00000000000000000961_0,moderate,1,ValleyThicket,2,-32.49929526,25.07651607,ValleyThicket_25.076516_-32.499295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.076516071960647,-32.49929526464025]}"
00000000000000000962_0,moderate,1,ValleyThicket,2,-32.49686981,25.06888039,ValleyThicket_25.068880_-32.496870,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.06888039204563,-32.49686981337313]}"
00000000000000000963_0,moderate,1,ValleyThicket,2,-32.50190038,25.06295151,ValleyThicket_25.062952_-32.501900,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.062951511170443,-32.5019003789642]}"
00000000000000000964_0,moderate,1,ValleyThicket,2,-32.50450549,25.06061589,ValleyThicket_25.060616_-32.504505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.060615891431734,-32.50450549328815]}"
00000000000000000965_0,moderate,1,ValleyThicket,2,-32.50890724,25.05989724,ValleyThicket_25.059897_-32.508907,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.05989723920444,-32.508907238180335]}"
00000000000000000966_0,moderate,1,ValleyThicket,2,-32.50953606,25.06726343,ValleyThicket_25.067263_-32.509536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.067263424534218,-32.50953605887921]}"
00000000000000000986_0,moderate,1,ValleyThicket,2,-32.75827956,25.28061331,ValleyThicket_25.280613_-32.758280,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.280613304512602,-32.758279561051914]}"
00000000000000000987_0,moderate,1,ValleyThicket,2,-32.75827956,25.29175241,ValleyThicket_25.291752_-32.758280,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.291752414035685,-32.758279561051914]}"
00000000000000000988_0,moderate,1,ValleyThicket,2,-32.75414731,25.30019658,ValleyThicket_25.300197_-32.754147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.30019657770641,-32.75414731074496]}"
00000000000000000989_0,moderate,1,ValleyThicket,2,-32.7481286,25.29606433,ValleyThicket_25.296064_-32.748129,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.29606432739946,-32.74812859834136]}"
0000000000000000098a_0,moderate,1,ValleyThicket,2,-32.74390652,25.30235253,ValleyThicket_25.302353_-32.743907,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.302352534388294,-32.743906516506]}"
0000000000000000098b_0,moderate,1,ValleyThicket,2,-32.7378878,25.29480669,ValleyThicket_25.294807_-32.737888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.294806686001692,-32.7378878041024]}"
0000000000000000098c_0,moderate,1,ValleyThicket,2,-32.74282854,25.29777113,ValleyThicket_25.297771_-32.742829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.297771126439287,-32.74282853816506]}"
0000000000000000098d_0,moderate,1,ValleyThicket,2,-32.80337499,25.32238497,ValleyThicket_25.322385_-32.803375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.32238496522416,-32.803374988314715]}"
0000000000000000098e_0,moderate,1,ValleyThicket,2,-32.81020218,25.32148665,ValleyThicket_25.321487_-32.810202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.32148664994004,-32.81020218447402]}"
0000000000000000098f_0,moderate,1,ValleyThicket,2,-32.80759707,25.33657835,ValleyThicket_25.336578_-32.807597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.33657834671325,-32.807597070150074]}"
00000000000000000990_0,moderate,1,ValleyThicket,2,-32.79529015,25.3404411,ValleyThicket_25.340441_-32.795290,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.340441102434962,-32.79529015075764]}"
00000000000000000991_0,moderate,1,ValleyThicket,2,-32.79546981,25.33514104,ValleyThicket_25.335141_-32.795470,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.33514104225866,-32.795469813814464]}"
00000000000000000992_0,moderate,1,ValleyThicket,2,-32.80948353,25.3107967,ValleyThicket_25.310797_-32.809484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.31079669805902,-32.80948353224672]}"
00000000000000000993_0,moderate,1,ValleyThicket,2,-32.80517162,25.31510861,ValleyThicket_25.315109_-32.805172,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.315108611422794,-32.80517161888295]}"
00000000000000000994_0,moderate,1,ValleyThicket,2,-32.80085971,25.3156476,ValleyThicket_25.315648_-32.800860,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.315647600593266,-32.80085970551918]}"
00000000000000000995_0,moderate,1,ValleyThicket,2,-32.7977156,25.31627642,ValleyThicket_25.316276_-32.797716,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.316276421292148,-32.79771560202476]}"
00000000000000000996_0,moderate,1,ValleyThicket,2,-32.78226458,25.32328328,ValleyThicket_25.323283_-32.782265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.32328328050828,-32.7822645791379]}"
00000000000000000997_0,moderate,1,ValleyThicket,2,-32.78783413,25.32328328,ValleyThicket_25.323283_-32.787834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.32328328050828,-32.787834133899445]}"
00000000000000000998_0,moderate,1,ValleyThicket,2,-32.78936127,25.31717474,ValleyThicket_25.317175_-32.789361,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.317174736576266,-32.78936126988245]}"
000000000000000009b3_0,moderate,1,ValleyThicket,2,-32.66781921,25.48111728,ValleyThicket_25.481117_-32.667819,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.48111727592808,-32.66781921194108]}"
000000000000000009b4_0,moderate,1,ValleyThicket,2,-32.66476494,25.47905115,ValleyThicket_25.479051_-32.664765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.479051150774605,-32.66476493997507]}"
000000000000000009b5_0,moderate,1,ValleyThicket,2,-32.66135134,25.4766257,ValleyThicket_25.476626_-32.661351,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.476625699507483,-32.66135134189542]}"
000000000000000009b6_0,moderate,1,ValleyThicket,2,-32.67213112,25.48524953,ValleyThicket_25.485250_-32.672131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.48524952623503,-32.67213112530485]}"
000000000000000009b7_0,moderate,1,ValleyThicket,2,-32.67455658,25.48390205,ValleyThicket_25.483902_-32.674557,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.48390205330885,-32.67455657657197]}"
000000000000000009b8_0,moderate,1,ValleyThicket,2,-32.66413612,25.4666544,ValleyThicket_25.466654_-32.664136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.466654399853756,-32.664136119276186]}"
000000000000000009b9_0,moderate,1,ValleyThicket,2,-32.66018353,25.47024766,ValleyThicket_25.470248_-32.660184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.470247660990236,-32.66018353202606]}"
000000000000000009ba_0,moderate,1,ValleyThicket,2,-32.65802757,25.46925951,ValleyThicket_25.469260_-32.658028,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.469259514177704,-32.65802757534417]}"
000000000000000009bb_0,moderate,1,ValleyThicket,2,-32.66638191,25.44177107,ValleyThicket_25.441771_-32.666382,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.441771066483646,-32.66638190748648]}"
000000000000000009bc_0,moderate,1,ValleyThicket,2,-32.66889719,25.44042359,ValleyThicket_25.440424_-32.668897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.440423593557465,-32.66889719028202]}"
000000000000000009bd_0,moderate,1,ValleyThicket,2,-32.67168197,25.44302871,ValleyThicket_25.443029_-32.671682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.443028707881414,-32.67168196766279]}"
000000000000000009d9_0,moderate,1,ValleyThicket,2,-33.52975273,26.73139249,ValleyThicket_26.731392_-33.529753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.731392488365632,-33.529752727053754]}"
000000000000000009da_0,moderate,1,ValleyThicket,2,-33.52930357,26.73247047,ValleyThicket_26.732470_-33.529304,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.732470466706573,-33.529303569411695]}"
000000000000000009db_0,moderate,1,ValleyThicket,2,-33.53029172,26.73049417,ValleyThicket_26.730494_-33.530292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.73049417308151,-33.53029171622423]}"
000000000000000009dc_0,moderate,1,ValleyThicket,2,-33.5296629,26.7291467,ValleyThicket_26.729147_-33.529663,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.729146700155333,-33.52966289552535]}"
000000000000000009dd_0,moderate,1,ValleyThicket,2,-33.52867475,26.72779923,ValleyThicket_26.727799_-33.528675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.727799227229152,-33.52867474871282]}"
000000000000000009de_0,moderate,1,ValleyThicket,2,-33.51708648,26.73884851,ValleyThicket_26.738849_-33.517086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.73884850522382,-33.51708648154767]}"
000000000000000009df_0,moderate,1,ValleyThicket,2,-33.51933227,26.7408248,ValleyThicket_26.740825_-33.519332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.740824798848884,-33.51933226975797]}"
000000000000000009e0_0,moderate,1,ValleyThicket,2,-33.51502036,26.739118,ValleyThicket_26.739118_-33.515020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.739117999809057,-33.515020356394196]}"
000000000000000009e1_0,moderate,1,ValleyThicket,2,-33.51618817,26.73642305,ValleyThicket_26.736423_-33.516188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.7364230539567,-33.516188166263554]}"
000000000000000009e2_0,moderate,1,ValleyThicket,2,-33.51546951,26.73848918,ValleyThicket_26.738489_-33.515470,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.738489179110175,-33.515469514036255]}"
000000000000000009e3_0,moderate,1,MesicThicket,3,-33.50855249,26.75043677,MesicThicket_26.750437_-33.508552,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.750436772388966,-33.508552486348535]}"
000000000000000009e4_0,moderate,1,ValleyThicket,2,-33.51016945,26.75025711,ValleyThicket_26.750257_-33.510169,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.75025710933214,-33.51016945385995]}"
000000000000000009e5_0,moderate,1,MesicThicket,3,-33.50522872,26.75034694,MesicThicket_26.750347_-33.505229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.750346940860553,-33.505228719797294]}"
000000000000000009e6_0,moderate,1,MesicThicket,3,-33.50585754,26.7507961,MesicThicket_26.750796_-33.505858,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.75079609850261,-33.50585754049618]}"
000000000000000009e7_0,moderate,1,MesicThicket,3,-33.50594737,26.75187408,MesicThicket_26.751874_-33.505947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.751874076843556,-33.50594737202459]}"
000000000000000009f2_0,moderate,1,MesicThicket,3,-33.57628546,26.64353725,MesicThicket_26.643537_-33.576285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.643537253578742,-33.576285458771146]}"
000000000000000009f3_0,moderate,1,MesicThicket,3,-33.5758363,26.64120163,MesicThicket_26.641202_-33.575836,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.64120163384003,-33.57583630112909]}"
000000000000000009f4_0,moderate,1,MesicThicket,3,-33.57520748,26.64236944,MesicThicket_26.642369_-33.575207,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.642369443709384,-33.57520748043021]}"
000000000000000009f5_0,moderate,1,MesicThicket,3,-33.57628546,26.63778804,MesicThicket_26.637788_-33.576285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.637788035760376,-33.576285458771146]}"
000000000000000009f6_0,moderate,1,MesicThicket,3,-33.57529731,26.63877618,MesicThicket_26.638776_-33.575297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.638776182572908,-33.575297311958614]}"
000000000000000009f7_0,moderate,1,MesicThicket,3,-33.58032788,26.64407624,MesicThicket_26.644076_-33.580328,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.644076242749215,-33.580327877549685]}"
000000000000000009f8_0,moderate,1,MesicThicket,3,-33.57987872,26.64218978,MesicThicket_26.642190_-33.579879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.64218978065256,-33.579878719907626]}"
000000000000000009f9_0,moderate,1,MesicThicket,3,-33.58113636,26.64183046,MesicThicket_26.641830_-33.581136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.641830454538916,-33.5811363613054]}"
